HK,Residual,Psipred,CA
,,85.6,
,,85.6,
,,85.6,
,,85.6,
,,85.6,
,,85.61,
,,85.62,
,,85.62,
,,85.62,
,,85.62,
,,85.62,
,,85.63,
,,85.63,
,,85.63,
,,85.63,
,,85.63,
,,85.63,
,,85.63,
,,85.64,
,,85.64,
,,85.65,
,,85.65,
,,85.65,
,,85.65,
,,85.66,
,,85.66,
,,85.66,
,,85.67,
,,85.67,
,,85.67,
,,85.68,
,,85.68,
,,85.69,
,,85.69,
,,85.69,
,,85.7,
,,85.7,
,,85.7,
,,85.71,
,,85.71,
,,85.71,
,,85.71,
,,85.72,
,,85.72,
,,85.72,
,,85.74,
,,85.74,
,,85.75,
,,85.75,
,,85.75,
,,85.75,
,,85.75,
,,85.75,
,,85.75,
,,85.75,
,,85.76,
,,85.77,
,,85.77,
,,85.78,
,,85.79,
,,85.79,
,,85.79,
,,85.79,
,,85.81,
,,85.81,
,,85.81,
,,85.82,
,,85.82,
,,85.82,
,,85.82,
,,85.82,
,,85.82,
,,85.83,
,,85.83,
,,85.83,
,,85.83,
,,85.83,
,,85.83,
,,85.84,
,,85.84,
,,85.84,
,,85.84,
,,85.85,
,,85.85,
,,85.85,
,,85.85,
,,85.85,
,,85.85,
,,85.85,
,,85.86,
,,85.86,
,,85.86,
,,85.86,
,,85.87,
,,85.87,
,,85.87,
,,85.87,
,,85.87,
,,85.87,
,,85.88,
,,85.88,
,,85.88,
,,85.88,
,,85.89,
,,85.89,
,,85.89,
,,85.89,
,,85.89,
,,85.9,
,,85.9,
,,85.91,
,,85.91,
,,85.91,
,,85.92,
,,85.92,
,,85.92,
,,85.92,
,,85.93,
,,85.93,
,,85.94,
,,85.94,
,,85.94,
,,85.94,
,,85.95,
,,85.95,
,,85.95,
,,85.95,
,,85.96,
,,85.96,
,,85.96,
,,85.96,
,,85.97,
,,85.97,
,,85.97,
,,85.97,
,,85.98,
,,85.98,
,,85.99,
,,85.99,
,,85.99,
,,86,
,,86,
,,86,
,,86,
,,86,
,,86.01,
,,86.01,
,,86.02,
,,86.02,
,,86.02,
,,86.03,
,,86.03,
,,86.04,
,,86.04,
,,86.04,
,,86.04,
,,86.06,
,,86.06,
,,86.06,
,,86.06,
,,86.06,
,,86.06,
,,86.06,
,,86.07,
,,86.07,
,,86.07,
,,86.07,
,,86.07,
,,86.07,
,,86.08,
,,86.08,
,,86.08,
,,86.08,
,,86.08,
,,86.09,
,,86.1,
,,86.1,
,,86.11,
,,86.11,
,,86.12,
,,86.12,
,,86.12,
,,86.12,
,,86.13,
,,86.13,
,,86.13,
,,86.14,
,,86.14,
,,86.15,
,,86.15,
,,86.15,
,,86.15,
,,86.16,
,,86.17,
,,86.17,
,,86.17,
,,86.17,
,,86.19,
,,86.2,
,,86.2,
,,86.2,
,,86.21,
,,86.21,
,,86.21,
,,86.21,
,,86.21,
,,86.22,
,,86.22,
,,86.22,
,,86.22,
,,86.22,
,,86.22,
,,86.23,
,,86.23,
,,86.23,
,,86.24,
,,86.24,
,,86.24,
,,86.24,
,,86.25,
,,86.25,
,,86.25,
,,86.25,
,,86.25,
,,86.27,
,,86.27,
,,86.27,
,,86.28,
,,86.28,
,,86.29,
,,86.29,
,,86.29,
,,86.29,
,,86.29,
,,86.29,
,,86.3,
,,86.3,
,,86.3,
,,86.3,
,,86.3,
,,86.3,
,,86.3,
,,86.31,
,,86.31,
,,86.31,
,,86.31,
,,86.32,
,,86.32,
,,86.32,
,,86.32,
,,86.33,
,,86.33,
,,86.33,
,,86.33,
,,86.34,
,,86.34,
,,86.34,
,,86.34,
,,86.34,
,,86.34,
,,86.34,
,,86.35,
,,86.35,
,,86.35,
,,86.35,
,,86.35,
,,86.35,
,,86.35,
,,86.36,
,,86.36,
,,86.36,
,,86.36,
,,86.36,
,,86.37,
,,86.37,
,,86.37,
,,86.38,
,,86.38,
,,86.38,
,,86.38,
,,86.38,
,,86.39,
,,86.39,
,,86.39,
,,86.39,
,,86.4,
,,86.4,
,,86.41,
,,86.41,
,,86.41,
,,86.41,
,,86.41,
,,86.41,
,,86.42,
,,86.42,
,,86.42,
,,86.42,
,,86.43,
,,86.43,
,,86.43,
,,86.43,
,,86.44,
,,86.44,
,,86.44,
,,86.44,
,,86.45,
,,86.45,
,,86.46,
,,86.46,
,,86.46,
,,86.47,
,,86.47,
,,86.47,
,,86.47,
,,86.47,
,,86.47,
,,86.48,
,,86.48,
,,86.48,
,,86.49,
,,86.49,
,,86.49,
,,86.5,
,,86.5,
,,86.5,
,,86.5,
,,86.51,
,,86.51,
,,86.51,
,,86.51,
,,86.51,
,,86.52,
,,86.52,
,,86.52,
,,86.52,
,,86.52,
,,86.53,
,,86.53,
,,86.53,
,,86.53,
,,86.54,
,,86.54,
,,86.54,
,,86.54,
,,86.54,
,,86.55,
,,86.55,
,,86.55,
,,86.56,
,,86.56,
,,86.56,
,,86.56,
,,86.56,
,,86.57,
,,86.57,
,,86.57,
,,86.57,
,,86.57,
,,86.57,
,,86.57,
,,86.58,
,,86.58,
,,86.58,
,,86.58,
,,86.58,
,,86.59,
,,86.59,
,,86.59,
,,86.6,
,,86.61,
,,86.61,
,,86.61,
,,86.61,
,,86.62,
,,86.62,
,,86.62,
,,86.62,
,,86.63,
,,86.63,
,,86.64,
,,86.64,
,,86.65,
,,86.65,
,,86.65,
,,86.66,
,,86.66,
,,86.66,
,,86.66,
,,86.66,
,,86.66,
,,86.66,
,,86.67,
,,86.67,
,,86.67,
,,86.68,
,,86.68,
,,86.68,
,,86.69,
,,86.69,
,,86.69,
,,86.7,
,,86.7,
,,86.7,
,,86.7,
,,86.7,
,,86.71,
,,86.71,
,,86.71,
,,86.71,
,,86.72,
,,86.72,
,,86.72,
,,86.73,
,,86.73,
,,86.73,
,,86.73,
,,86.73,
,,86.73,
,,86.73,
,,86.73,
,,86.74,
,,86.74,
,,86.74,
,,86.74,
,,86.74,
,,86.75,
,,86.75,
,,86.75,
,,86.75,
,,86.75,
,,86.75,
,,86.75,
,,86.75,
,,86.76,
,,86.76,
,,86.76,
,,86.76,
,,86.77,
,,86.77,
,,86.77,
,,86.77,
,,86.78,
,,86.78,
,,86.78,
,,86.79,
,,86.79,
,,86.8,
,,86.8,
,,86.8,
,,86.8,
,,86.8,
,,86.8,
,,86.81,
,,86.81,
,,86.82,
,,86.83,
,,86.83,
,,86.83,
,,86.84,
,,86.84,
,,86.84,
,,86.84,
,,86.84,
,,86.84,
,,86.84,
,,86.85,
,,86.85,
,,86.85,
,,86.85,
,,86.86,
,,86.87,
,,86.87,
,,86.87,
,,86.88,
,,86.88,
,,86.88,
,,86.89,
,,86.89,
,,86.89,
,,86.9,
,,86.9,
,,86.9,
,,86.9,
,,86.9,
,,86.91,
,,86.91,
,,86.91,
,,86.91,
,,86.92,
,,86.92,
,,86.92,
,,86.92,
,,86.92,
,,86.92,
,,86.93,
,,86.93,
,,86.93,
,,86.93,
,,86.93,
,,86.94,
,,86.94,
,,86.94,
,,86.94,
,,86.94,
,,86.94,
,,86.94,
,,86.95,
,,86.95,
,,86.96,
,,86.96,
,,86.96,
,,86.96,
,,86.97,
,,86.97,
,,86.97,
,,86.98,
,,86.98,
,,86.98,
,,86.98,
,,86.98,
,,86.99,
,,86.99,
,,87,
,,87.01,
,,87.01,
,,87.01,
,,87.02,
,,87.02,
,,87.02,
,,87.02,
,,87.02,
,,87.02,
,,87.02,
,,87.02,
,,87.03,
,,87.04,
,,87.04,
,,87.04,
,,87.05,
,,87.05,
,,87.06,
,,87.06,
,,87.07,
,,87.07,
,,87.07,
,,87.07,
,,87.07,
,,87.08,
,,87.08,
,,87.09,
,,87.09,
,,87.1,
,,87.1,
,,87.11,
,,87.11,
,,87.11,
,,87.11,
,,87.11,
,,87.11,
,,87.12,
,,87.12,
,,87.12,
,,87.12,
,,87.12,
,,87.12,
,,87.13,
,,87.13,
,,87.13,
,,87.14,
,,87.14,
,,87.14,
,,87.15,
,,87.16,
,,87.16,
,,87.16,
,,87.16,
,,87.17,
,,87.17,
,,87.17,
,,87.17,
,,87.17,
,,87.18,
,,87.18,
,,87.18,
,,87.18,
,,87.19,
,,87.19,
,,87.19,
,,87.19,
,,87.2,
,,87.2,
,,87.21,
,,87.22,
,,87.22,
,,87.23,
,,87.23,
,,87.23,
,,87.23,
,,87.23,
,,87.24,
,,87.24,
,,87.24,
,,87.24,
,,87.24,
,,87.25,
,,87.25,
,,87.25,
,,87.25,
,,87.25,
,,87.26,
,,87.26,
,,87.26,
,,87.26,
,,87.28,
,,87.28,
,,87.28,
,,87.28,
,,87.28,
,,87.28,
,,87.28,
,,87.28,
,,87.28,
,,87.29,
,,87.29,
,,87.29,
,,87.29,
,,87.29,
,,87.29,
,,87.29,
,,87.29,
,,87.3,
,,87.3,
,,87.3,
,,87.3,
,,87.3,
,,87.31,
,,87.32,
,,87.32,
,,87.32,
,,87.32,
,,87.33,
,,87.33,
,,87.33,
,,87.33,
,,87.34,
,,87.34,
,,87.34,
,,87.35,
,,87.35,
,,87.35,
,,87.35,
,,87.35,
,,87.35,
,,87.36,
,,87.36,
,,87.36,
,,87.36,
,,87.36,
,,87.37,
,,87.37,
,,87.37,
,,87.37,
,,87.38,
,,87.38,
,,87.38,
,,87.38,
,,87.38,
,,87.38,
,,87.38,
,,87.39,
,,87.39,
,,87.39,
,,87.39,
,,87.39,
,,87.39,
,,87.4,
,,87.4,
,,87.4,
,,87.41,
,,87.42,
,,87.42,
,,87.42,
,,87.43,
,,87.43,
,,87.43,
,,87.43,
,,87.43,
,,87.43,
,,87.43,
,,87.43,
,,87.44,
,,87.44,
,,87.44,
,,87.45,
,,87.45,
,,87.45,
,,87.46,
,,87.46,
,,87.46,
,,87.46,
,,87.46,
,,87.47,
,,87.47,
,,87.47,
,,87.47,
,,87.48,
,,87.48,
,,87.48,
,,87.48,
,,87.48,
,,87.49,
,,87.49,
,,87.5,
,,87.5,
,,87.5,
,,87.51,
,,87.51,
,,87.51,
,,87.51,
,,87.52,
,,87.53,
,,87.53,
,,87.53,
,,87.53,
,,87.53,
,,87.53,
,,87.53,
,,87.53,
,,87.53,
,,87.54,
,,87.54,
,,87.54,
,,87.54,
,,87.55,
,,87.55,
,,87.55,
,,87.55,
,,87.55,
,,87.56,
,,87.56,
,,87.56,
,,87.56,
,,87.56,
,,87.56,
,,87.56,
,,87.56,
,,87.57,
,,87.58,
,,87.58,
,,87.58,
,,87.58,
,,87.58,
,,87.58,
,,87.59,
,,87.59,
,,87.59,
,,87.59,
,,87.6,
,,87.6,
,,87.6,
,,87.61,
,,87.61,
,,87.61,
,,87.62,
,,87.62,
,,87.62,
,,87.62,
,,87.62,
,,87.62,
,,87.62,
,,87.63,
,,87.63,
,,87.63,
,,87.64,
,,87.64,
,,87.65,
,,87.65,
,,87.65,
,,87.65,
,,87.66,
,,87.66,
,,87.66,
,,87.66,
,,87.67,
,,87.67,
,,87.67,
,,87.68,
,,87.68,
,,87.68,
,,87.68,
,,87.68,
,,87.68,
,,87.68,
,,87.69,
,,87.7,
,,87.7,
,,87.7,
,,87.71,
,,87.71,
,,87.71,
,,87.71,
,,87.71,
,,87.71,
,,87.72,
,,87.73,
,,87.73,
,,87.73,
,,87.73,
,,87.73,
,,87.74,
,,87.74,
,,87.74,
,,87.74,
,,87.74,
,,87.74,
,,87.74,
,,87.74,
,,87.75,
,,87.75,
,,87.75,
,,87.76,
,,87.76,
,,87.76,
,,87.77,
,,87.77,
,,87.77,
,,87.77,
,,87.78,
,,87.78,
,,87.78,
,,87.78,
,,87.79,
,,87.79,
,,87.79,
,,87.8,
,,87.81,
,,87.81,
,,87.81,
,,87.82,
,,87.82,
,,87.82,
,,87.82,
,,87.82,
,,87.83,
,,87.83,
,,87.84,
,,87.84,
,,87.84,
,,87.85,
,,87.85,
,,87.86,
,,87.86,
,,87.86,
,,87.87,
,,87.87,
,,87.88,
,,87.88,
,,87.88,
,,87.89,
,,87.89,
,,87.89,
,,87.89,
,,87.89,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.9,
,,87.91,
,,87.91,
,,87.91,
,,87.91,
,,87.92,
,,87.92,
,,87.92,
,,87.92,
,,87.92,
,,87.92,
,,87.93,
,,87.93,
,,87.93,
,,87.93,
,,87.93,
,,87.94,
,,87.94,
,,87.94,
,,87.94,
,,87.95,
,,87.95,
,,87.95,
,,87.95,
,,87.96,
,,87.96,
,,87.96,
,,87.96,
,,87.96,
,,87.96,
,,87.97,
,,87.97,
,,87.97,
,,87.98,
,,87.98,
,,87.99,
,,87.99,
,,87.99,
,,87.99,
,,87.99,
,,87.99,
,,87.99,
,,88,
,,88,
,,88,
,,88,
,,88,
,,88.01,
,,88.01,
,,88.01,
,,88.02,
,,88.02,
,,88.02,
,,88.03,
,,88.03,
,,88.03,
,,88.03,
,,88.03,
,,88.03,
,,88.03,
,,88.04,
,,88.04,
,,88.04,
,,88.04,
,,88.04,
,,88.05,
,,88.05,
,,88.05,
,,88.05,
,,88.05,
,,88.05,
,,88.05,
,,88.06,
,,88.06,
,,88.08,
,,88.08,
,,88.08,
,,88.08,
,,88.08,
,,88.08,
,,88.08,
,,88.09,
,,88.09,
,,88.09,
,,88.09,
,,88.1,
,,88.1,
,,88.1,
,,88.1,
,,88.1,
,,88.1,
,,88.11,
,,88.11,
,,88.11,
,,88.11,
,,88.11,
,,88.12,
,,88.12,
,,88.12,
,,88.12,
,,88.12,
,,88.13,
,,88.13,
,,88.13,
,,88.13,
,,88.14,
,,88.14,
,,88.15,
,,88.15,
,,88.15,
,,88.16,
,,88.16,
,,88.16,
,,88.17,
,,88.17,
,,88.17,
,,88.18,
,,88.18,
,,88.18,
,,88.18,
,,88.19,
,,88.19,
,,88.19,
,,88.19,
,,88.2,
,,88.2,
,,88.2,
,,88.2,
,,88.2,
,,88.2,
,,88.2,
,,88.21,
,,88.21,
,,88.21,
,,88.21,
,,88.22,
,,88.22,
,,88.22,
,,88.23,
,,88.23,
,,88.24,
,,88.24,
,,88.24,
,,88.24,
,,88.24,
,,88.25,
,,88.25,
,,88.25,
,,88.25,
,,88.26,
,,88.26,
,,88.26,
,,88.26,
,,88.26,
,,88.26,
,,88.27,
,,88.27,
,,88.27,
,,88.28,
,,88.28,
,,88.28,
,,88.28,
,,88.28,
,,88.28,
,,88.29,
,,88.29,
,,88.29,
,,88.29,
,,88.29,
,,88.29,
,,88.3,
,,88.3,
,,88.3,
,,88.31,
,,88.31,
,,88.31,
,,88.32,
,,88.32,
,,88.32,
,,88.32,
,,88.32,
,,88.32,
,,88.34,
,,88.34,
,,88.34,
,,88.34,
,,88.35,
,,88.35,
,,88.35,
,,88.35,
,,88.35,
,,88.36,
,,88.36,
,,88.36,
,,88.36,
,,88.37,
,,88.37,
,,88.37,
,,88.37,
,,88.38,
,,88.38,
,,88.38,
,,88.38,
,,88.38,
,,88.39,
,,88.39,
,,88.39,
,,88.39,
,,88.39,
,,88.4,
,,88.4,
,,88.4,
,,88.4,
,,88.41,
,,88.41,
,,88.41,
,,88.41,
,,88.41,
,,88.41,
,,88.41,
,,88.41,
,,88.42,
,,88.42,
,,88.42,
,,88.42,
,,88.43,
,,88.43,
,,88.43,
,,88.43,
,,88.43,
,,88.44,
,,88.44,
,,88.44,
,,88.44,
,,88.45,
,,88.45,
,,88.46,
,,88.46,
,,88.46,
,,88.46,
,,88.47,
,,88.47,
,,88.47,
,,88.48,
,,88.48,
,,88.48,
,,88.49,
,,88.49,
,,88.5,
,,88.5,
,,88.5,
,,88.51,
,,88.51,
,,88.52,
,,88.52,
,,88.52,
,,88.53,
,,88.53,
,,88.53,
,,88.53,
,,88.54,
,,88.54,
,,88.54,
,,88.54,
,,88.54,
,,88.55,
,,88.55,
,,88.56,
,,88.56,
,,88.56,
,,88.58,
,,88.58,
,,88.58,
,,88.58,
,,88.58,
,,88.58,
,,88.58,
,,88.59,
,,88.59,
,,88.59,
,,88.6,
,,88.6,
,,88.61,
,,88.61,
,,88.62,
,,88.62,
,,88.62,
,,88.62,
,,88.62,
,,88.62,
,,88.63,
,,88.63,
,,88.63,
,,88.63,
,,88.64,
,,88.64,
,,88.64,
,,88.64,
,,88.65,
,,88.65,
,,88.65,
,,88.65,
,,88.65,
,,88.66,
,,88.66,
,,88.66,
,,88.66,
,,88.66,
,,88.66,
,,88.67,
,,88.67,
,,88.67,
,,88.67,
,,88.68,
,,88.68,
,,88.68,
,,88.68,
,,88.68,
,,88.68,
,,88.68,
,,88.69,
,,88.69,
,,88.69,
,,88.7,
,,88.7,
,,88.7,
,,88.7,
,,88.71,
,,88.71,
,,88.71,
,,88.71,
,,88.71,
,,88.71,
,,88.71,
,,88.71,
,,88.72,
,,88.72,
,,88.72,
,,88.73,
,,88.73,
,,88.74,
,,88.74,
,,88.74,
,,88.74,
,,88.74,
,,88.75,
,,88.75,
,,88.75,
,,88.76,
,,88.76,
,,88.76,
,,88.76,
,,88.77,
,,88.77,
,,88.77,
,,88.77,
,,88.78,
,,88.78,
,,88.78,
,,88.78,
,,88.79,
,,88.79,
,,88.79,
,,88.79,
,,88.79,
,,88.79,
,,88.79,
,,88.8,
,,88.8,
,,88.8,
,,88.81,
,,88.81,
,,88.81,
,,88.81,
,,88.81,
,,88.81,
,,88.81,
,,88.82,
,,88.82,
,,88.82,
,,88.82,
,,88.82,
,,88.82,
,,88.82,
,,88.82,
,,88.83,
,,88.83,
,,88.83,
,,88.83,
,,88.83,
,,88.84,
,,88.84,
,,88.85,
,,88.85,
,,88.85,
,,88.85,
,,88.86,
,,88.86,
,,88.86,
,,88.87,
,,88.87,
,,88.87,
,,88.87,
,,88.88,
,,88.88,
,,88.88,
,,88.89,
,,88.89,
,,88.89,
,,88.89,
,,88.89,
,,88.89,
,,88.9,
,,88.9,
,,88.9,
,,88.9,
,,88.9,
,,88.9,
,,88.91,
,,88.91,
,,88.91,
,,88.91,
,,88.91,
,,88.92,
,,88.92,
,,88.92,
,,88.92,
,,88.92,
,,88.93,
,,88.93,
,,88.93,
,,88.93,
,,88.93,
,,88.94,
,,88.94,
,,88.95,
,,88.95,
,,88.95,
,,88.95,
,,88.96,
,,88.96,
,,88.96,
,,88.96,
,,88.96,
,,88.96,
,,88.97,
,,88.97,
,,88.97,
,,88.97,
,,88.98,
,,88.98,
,,88.98,
,,88.98,
,,88.98,
,,88.98,
,,88.98,
,,88.98,
,,88.99,
,,88.99,
,,88.99,
,,88.99,
,,88.99,
,,88.99,
,,89,
,,89,
,,89,
,,89.01,
,,89.01,
,,89.02,
,,89.02,
,,89.03,
,,89.03,
,,89.03,
,,89.04,
,,89.04,
,,89.04,
,,89.04,
,,89.04,
,,89.04,
,,89.05,
,,89.05,
,,89.05,
,,89.05,
,,89.06,
,,89.06,
,,89.06,
,,89.06,
,,89.07,
,,89.07,
,,89.07,
,,89.07,
,,89.08,
,,89.08,
,,89.08,
,,89.08,
,,89.09,
,,89.09,
,,89.09,
,,89.09,
,,89.1,
,,89.1,
,,89.1,
,,89.1,
,,89.1,
,,89.11,
,,89.11,
,,89.11,
,,89.12,
,,89.12,
,,89.12,
,,89.12,
,,89.12,
,,89.12,
,,89.13,
,,89.13,
,,89.13,
,,89.13,
,,89.13,
,,89.14,
,,89.14,
,,89.14,
,,89.14,
,,89.14,
,,89.14,
,,89.14,
,,89.15,
,,89.15,
,,89.15,
,,89.16,
,,89.16,
,,89.16,
,,89.16,
,,89.16,
,,89.16,
,,89.16,
,,89.16,
,,89.17,
,,89.17,
,,89.17,
,,89.17,
,,89.18,
,,89.18,
,,89.19,
,,89.19,
,,89.19,
,,89.19,
,,89.19,
,,89.19,
,,89.2,
,,89.2,
,,89.2,
,,89.21,
,,89.21,
,,89.21,
,,89.21,
,,89.21,
,,89.22,
,,89.22,
,,89.22,
,,89.22,
,,89.23,
,,89.23,
,,89.23,
,,89.23,
,,89.23,
,,89.23,
,,89.24,
,,89.24,
,,89.24,
,,89.25,
,,89.25,
,,89.25,
,,89.26,
,,89.26,
,,89.26,
,,89.27,
,,89.27,
,,89.27,
,,89.27,
,,89.27,
,,89.28,
,,89.28,
,,89.28,
,,89.28,
,,89.28,
,,89.28,
,,89.28,
,,89.29,
,,89.29,
,,89.29,
,,89.3,
,,89.3,
,,89.3,
,,89.3,
,,89.3,
,,89.3,
,,89.31,
,,89.31,
,,89.31,
,,89.31,
,,89.31,
,,89.32,
,,89.32,
,,89.32,
,,89.33,
,,89.33,
,,89.33,
,,89.33,
,,89.33,
,,89.34,
,,89.34,
,,89.34,
,,89.34,
,,89.34,
,,89.34,
,,89.34,
,,89.34,
,,89.35,
,,89.35,
,,89.35,
,,89.35,
,,89.36,
,,89.36,
,,89.36,
,,89.37,
,,89.37,
,,89.38,
,,89.38,
,,89.38,
,,89.38,
,,89.38,
,,89.38,
,,89.39,
,,89.39,
,,89.39,
,,89.39,
,,89.39,
,,89.39,
,,89.4,
,,89.4,
,,89.4,
,,89.4,
,,89.41,
,,89.41,
,,89.41,
,,89.41,
,,89.41,
,,89.42,
,,89.42,
,,89.42,
,,89.43,
,,89.43,
,,89.43,
,,89.44,
,,89.44,
,,89.45,
,,89.45,
,,89.45,
,,89.45,
,,89.45,
,,89.45,
,,89.45,
,,89.46,
,,89.47,
,,89.47,
,,89.47,
,,89.47,
,,89.47,
,,89.47,
,,89.48,
,,89.48,
,,89.48,
,,89.49,
,,89.49,
,,89.49,
,,89.5,
,,89.5,
,,89.5,
,,89.5,
,,89.51,
,,89.52,
,,89.52,
,,89.52,
,,89.52,
,,89.52,
,,89.53,
,,89.53,
,,89.53,
,,89.53,
,,89.53,
,,89.53,
,,89.53,
,,89.54,
,,89.54,
,,89.54,
,,89.54,
,,89.55,
,,89.55,
,,89.55,
,,89.55,
,,89.55,
,,89.55,
,,89.55,
,,89.55,
,,89.56,
,,89.56,
,,89.57,
,,89.57,
,,89.57,
,,89.57,
,,89.58,
,,89.58,
,,89.58,
,,89.58,
,,89.58,
,,89.6,
,,89.6,
,,89.6,
,,89.61,
,,89.61,
,,89.61,
,,89.61,
,,89.61,
,,89.62,
,,89.62,
,,89.62,
,,89.62,
,,89.63,
,,89.63,
,,89.63,
,,89.63,
,,89.63,
,,89.64,
,,89.64,
,,89.65,
,,89.65,
,,89.65,
,,89.66,
,,89.66,
,,89.66,
,,89.66,
,,89.66,
,,89.66,
,,89.67,
,,89.67,
,,89.67,
,,89.67,
,,89.67,
,,89.67,
,,89.68,
,,89.68,
,,89.68,
,,89.68,
,,89.68,
,,89.68,
,,89.69,
,,89.69,
,,89.69,
,,89.69,
,,89.7,
,,89.7,
,,89.7,
,,89.7,
,,89.7,
,,89.71,
,,89.71,
,,89.71,
,,89.71,
,,89.72,
,,89.72,
,,89.72,
,,89.72,
,,89.73,
,,89.73,
,,89.73,
,,89.74,
,,89.74,
,,89.74,
,,89.74,
,,89.74,
,,89.75,
,,89.75,
,,89.75,
,,89.75,
,,89.75,
,,89.76,
,,89.76,
,,89.76,
,,89.76,
,,89.77,
,,89.77,
,,89.77,
,,89.78,
,,89.78,
,,89.78,
,,89.79,
,,89.79,
,,89.79,
,,89.79,
,,89.79,
,,89.79,
,,89.79,
,,89.79,
,,89.79,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.8,
,,89.81,
,,89.81,
,,89.81,
,,89.81,
,,89.81,
,,89.81,
,,89.81,
,,89.81,
,,89.82,
,,89.82,
,,89.82,
,,89.82,
,,89.82,
,,89.82,
,,89.82,
,,89.83,
,,89.83,
,,89.84,
,,89.84,
,,89.85,
,,89.85,
,,89.85,
,,89.85,
,,89.86,
,,89.86,
,,89.86,
,,89.86,
,,89.86,
,,89.86,
,,89.87,
,,89.87,
,,89.87,
,,89.87,
,,89.88,
,,89.88,
,,89.88,
,,89.88,
,,89.88,
,,89.89,
,,89.89,
,,89.89,
,,89.89,
,,89.89,
,,89.89,
,,89.89,
,,89.9,
,,89.9,
,,89.91,
,,89.91,
,,89.91,
,,89.91,
,,89.91,
,,89.92,
,,89.92,
,,89.92,
,,89.92,
,,89.92,
,,89.92,
,,89.92,
,,89.93,
,,89.93,
,,89.93,
,,89.93,
,,89.94,
,,89.94,
,,89.94,
,,89.94,
,,89.94,
,,89.94,
,,89.94,
,,89.94,
,,89.94,
,,89.95,
,,89.95,
,,89.95,
,,89.95,
,,89.96,
,,89.96,
,,89.96,
,,89.97,
,,89.97,
,,89.97,
,,89.97,
,,89.97,
,,89.97,
,,89.97,
,,89.98,
,,89.98,
,,89.98,
,,89.98,
,,89.98,
,,89.98,
,,89.99,
,,89.99,
,,90,
,,90,
,,90,
,,90,
,,90,
,,90,
,,90.01,
,,90.01,
,,90.01,
,,90.02,
,,90.02,
,,90.02,
,,90.02,
,,90.03,
,,90.03,
,,90.03,
,,90.03,
,,90.03,
,,90.03,
,,90.04,
,,90.04,
,,90.04,
,,90.04,
,,90.04,
,,90.04,
,,90.04,
,,90.04,
,,90.04,
,,90.05,
,,90.06,
,,90.06,
,,90.07,
,,90.07,
,,90.08,
,,90.08,
,,90.08,
,,90.08,
,,90.08,
,,90.08,
,,90.09,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.1,
,,90.11,
,,90.11,
,,90.11,
,,90.11,
,,90.11,
,,90.11,
,,90.12,
,,90.12,
,,90.12,
,,90.12,
,,90.13,
,,90.13,
,,90.13,
,,90.14,
,,90.14,
,,90.14,
,,90.15,
,,90.15,
,,90.15,
,,90.15,
,,90.15,
,,90.15,
,,90.16,
,,90.16,
,,90.16,
,,90.16,
,,90.17,
,,90.17,
,,90.17,
,,90.17,
,,90.18,
,,90.18,
,,90.18,
,,90.18,
,,90.18,
,,90.18,
,,90.18,
,,90.18,
,,90.19,
,,90.19,
,,90.19,
,,90.19,
,,90.19,
,,90.19,
,,90.2,
,,90.2,
,,90.21,
,,90.21,
,,90.21,
,,90.21,
,,90.21,
,,90.21,
,,90.21,
,,90.21,
,,90.22,
,,90.22,
,,90.22,
,,90.22,
,,90.22,
,,90.22,
,,90.22,
,,90.23,
,,90.23,
,,90.23,
,,90.24,
,,90.24,
,,90.24,
,,90.24,
,,90.25,
,,90.25,
,,90.25,
,,90.25,
,,90.25,
,,90.25,
,,90.26,
,,90.27,
,,90.27,
,,90.27,
,,90.27,
,,90.27,
,,90.27,
,,90.27,
,,90.28,
,,90.28,
,,90.28,
,,90.29,
,,90.29,
,,90.29,
,,90.3,
,,90.3,
,,90.3,
,,90.31,
,,90.31,
,,90.31,
,,90.31,
,,90.31,
,,90.32,
,,90.32,
,,90.32,
,,90.32,
,,90.33,
,,90.33,
,,90.33,
,,90.33,
,,90.33,
,,90.33,
,,90.34,
,,90.34,
,,90.34,
,,90.34,
,,90.34,
,,90.34,
,,90.34,
,,90.34,
,,90.35,
,,90.35,
,,90.35,
,,90.35,
,,90.36,
,,90.36,
,,90.36,
,,90.36,
,,90.36,
,,90.36,
,,90.37,
,,90.37,
,,90.37,
,,90.37,
,,90.37,
,,90.37,
,,90.37,
,,90.38,
,,90.38,
,,90.38,
,,90.38,
,,90.38,
,,90.38,
,,90.39,
,,90.39,
,,90.39,
,,90.39,
,,90.39,
,,90.39,
,,90.4,
,,90.4,
,,90.4,
,,90.4,
,,90.41,
,,90.41,
,,90.41,
,,90.42,
,,90.42,
,,90.42,
,,90.43,
,,90.43,
,,90.43,
,,90.44,
,,90.44,
,,90.44,
,,90.44,
,,90.45,
,,90.45,
,,90.45,
,,90.46,
,,90.46,
,,90.46,
,,90.46,
,,90.46,
,,90.46,
